Country,City,AccentCity,Region,Population,Latitude,Longitude
ro,dosu napului,Dosu Napului,13,,46.65,23.916667
ro,dosurile,Dosurile,30,,44.983333,26.15
ro,dosu riului,Dosu Riului,39,,44.966667,24.4
ro,dosu salciei,Dosu Salciei,27,,46.783333,24.3
ro,dosu sandii,Dosu Sandii,17,,44.416667,23.916667
ro,dosu tagului,Dosu Tagului,27,,46.8,24.35
ro,dosu tapului,Dosu Tapului,40,,45.75,26.7
ro,dosu tojanului,Dosu Tojanului,40,,45.75,26.75
ro,dosu urdesului,Dosu Urdesului,01,,46.366667,22.966667
ro,dosu vasesti,Dosu Vasesti,01,,46.366667,22.916667
ro,doua mai,Doua Mai,14,,43.783333,28.583333000000003
ro,doua-maiu,Doua-Maiu,14,,43.783333,28.583333000000003
ro,douazeci si trei august,Douazeci si Trei August,12,,45.516667,22.433332999999998
ro,douazeci si trei august,Douazeci si Trei August,14,5214.0,43.916667,28.583333000000003
ro,douazeci si trei august,Douazeci si Trei August,26,,44.7125,22.765832999999997
ro,douazeci si trei august,Douazeci si Trei August,38,,46.2,28.016666999999998
ro,dozesti,Dozesti,26,,44.8,23.966667
ro,dozsa gyorgy,Dozsa Gyorgy,27,,46.466667,24.5
ro,dracea,Dracea,42,,43.866667,25.016667
ro,draceni,Draceni,34,,47.45,26.016667
ro,dracesti,Dracesti,42,,44.366667,25.233333
ro,dracsani,Dracsani,07,,47.633333,26.933333
ro,dracsani,Dracsani,42,,44.216667,24.983333
ro,dracsenei,Dracsenei,42,3616.0,44.216667,24.983333
ro,dracseni,Dracseni,38,,46.583333,27.466666999999998
ro,dracsinesti,Dracsinesti,02,,45.766667,22.2
ro,dracsini,Dracsini,07,,47.65,26.816667
ro,draculea bandului,Draculea Bandului,27,,46.566666999999995,24.366667
ro,draculesti,Draculesti,13,,46.566666999999995,23.8
ro,draculesti,Draculesti,18,,45.783333,28.066667
ro,draga,Draga,27,,46.783333,24.3
ro,dragaestii ungurenii,Dragaestii Ungurenii,16,,44.95,25.3
ro,dragaesti pamateni,Dragaesti Pamateni,16,,44.95,25.3
ro,dragaesti-paminteni,Dragaesti-Paminteni,16,,44.95,25.3
ro,dragaesti-ungureni,Dragaesti-Ungureni,16,,44.95,25.3
ro,dragaici,Dragaici,11,,45.083333,26.55
ro,dragaicii,Dragaicii,11,,45.083333,26.533333000000002
ro,dragalina,Dragalina,07,,48.05,26.45
ro,dragalina,Dragalina,08,,44.983333,28.366667
ro,dragalina,Dragalina,22,8642.0,44.433333000000005,27.316667
ro,dragalina,Dragalina,23,,47.616667,27.216666999999998
ro,dragalina,Dragalina,26,,43.966667,23.616667
ro,dragalina,Dragalina,38,,46.116667,27.55
ro,draganasti,Draganasti,35,,44.101389000000005,25.598056
ro,draganeasa,Draganeasa,42,,44.533333,25.733333
ro,draganeasca,Draganeasca,42,,44.533333,25.733333
ro,draganescu,Draganescu,42,,44.34,25.893889
ro,draganesti de vede,Draganesti de Vede,42,2237.0,44.133333,25.05
ro,draganesti,Draganesti,02,,45.95,23.283333
ro,draganesti,Draganesti,03,,44.966667,24.95
ro,draganesti,Draganesti,23,,47.516667,27.25
ro,draganesti,Draganesti,34,,47.3,26.4
ro,draganesti,Draganesti,35,,44.101389000000005,25.598056
ro,draganesti,Draganesti,39,,45.133333,24.466667
ro,draganesti,Draganesti,40,5874.0,45.783333,27.466666999999998
ro,draganesti,Draganesti,42,5156.0,44.816666999999995,26.3
ro,draganesti-olt,Draganesti-Olt,42,12057.0,44.166667,24.533333
ro,draganesti-vlasca,Draganesti-Vlasca,35,4740.0,44.101389000000005,25.598056
ro,draganfalva,Draganfalva,05,,46.616667,22.383333
ro,draganu,Draganu,26,,44.716667,24.0
ro,draganul,Draganul,26,,44.716667,24.0
ro,draganu-olteni,Draganu-Olteni,03,,44.933333000000005,24.716667
ro,dragasani,Dragasani,29,20630.0,44.65,24.266667
ro,dragaseni,Dragaseni,23,,47.516667,27.25
ro,drag,Drag,13,,47.016667,23.4
ro,dragesti,Dragesti,02,,46.3,22.8
ro,dragesti,Dragesti,04,,46.733333,26.95
ro,dragesti,Dragesti,05,2521.0,46.883333,22.133333
ro,dragesti,Dragesti,23,,46.866667,27.383333
ro,dragesti,Dragesti,38,,46.25,27.183333
ro,dragestii,Dragestii,38,,46.25,27.183333
ro,dragheasa,Dragheasa,16,,44.666667,25.233333
ro,draghescu,Draghescu,03,,45.15,24.916667
ro,draghesti,Draghesti,11,,45.433333000000005,26.983333000000002
ro,draghesti,Draghesti,26,,44.983333,22.666667
ro,draghia,Draghia,25,,47.35,23.766667
ro,draghiceanu,Draghiceanu,42,,43.866667,25.666667
ro,draghiceni,Draghiceni,26,1885.0,44.133333,24.25
ro,draghicesti,Draghicesti,03,,44.75,24.75
ro,draghicesti,Draghicesti,39,,45.15,24.533333
ro,draghicesti,Draghicesti,42,,45.166667,25.883333
ro,draghicestii,Draghicestii,03,,44.75,24.75
ro,draghici,Draghici,42,,45.133333,25.05
ro,draghiciul,Draghiciul,42,,45.133333,25.05
ro,draghiesti,Draghiesti,11,,45.433333000000005,26.983333000000002
ro,draghiesti,Draghiesti,16,,44.65,25.283333
ro,draghiesti,Draghiesti,26,,44.983333,22.666667
ro,draghineasa,Draghineasa,42,,44.583333,25.283333
ro,draghineasca,Draghineasca,42,,44.583333,25.283333
ro,draghinesti,Draghinesti,42,,44.433333000000005,25.416667
ro,dragoaia,Dragoaia,26,,44.233333,23.516667
ro,dragodana,Dragodana,16,6918.0,44.733333,25.35
ro,dragodanesti,Dragodanesti,16,,45.05,25.233333
ro,dragoeni,Dragoeni,19,,45.05,23.333333
ro,dragoesti-de-jos,Dragoesti-de-Jos,41,,44.566666999999995,26.533333000000002
ro,dragoesti-de-sus,Dragoesti-de-Sus,41,,44.55,26.533333000000002
ro,dragoesti,Dragoesti,01,,46.366667,22.966667
ro,dragoesti,Dragoesti,19,,45.05,23.083333
ro,dragoesti,Dragoesti,34,5288.0,47.55,26.083333
ro,dragoesti,Dragoesti,36,,45.7,21.666667
ro,dragoesti,Dragoesti,39,2362.0,44.816666999999995,24.3
ro,dragoesti,Dragoesti,41,1141.0,44.583333,26.566667
ro,dragoestii de jos,Dragoestii de Jos,41,,44.566666999999995,26.533333000000002
ro,dragoestii de sus,Dragoestii de Sus,41,,44.55,26.533333000000002
ro,dragoestii,Dragoestii,39,,45.033333,24.6
ro,dragoestii-maeni,Dragoestii-Maeni,41,,44.583333,26.566667
ro,dragoestii-snagov,Dragoestii-Snagov,41,,44.566666999999995,26.533333000000002
ro,dragoestii ungureni,Dragoestii Ungureni,16,,44.95,25.3
ro,dragoesti-lunca,Dragoesti-Lunca,01,,46.366667,22.966667
ro,dragoesti-maeni,Dragoesti-Maeni,41,,44.583333,26.566667
ro,dragoesti-snagov,Dragoesti-Snagov,41,,44.566666999999995,26.533333000000002
ro,dragoesti-ungureni,Dragoesti-Ungureni,16,,44.95,25.3
ro,dragoesti-valea bisericii,Dragoesti-Valea Bisericii,41,,44.6,26.55
ro,dragoesti znagov,Dragoesti Znagov,41,,44.566666999999995,26.533333000000002
ro,dragoia,Dragoia,26,,44.233333,23.516667
ro,dragoiasa,Dragoiasa,06,,47.166667,25.433332999999998
ro,dragoiesti,Dragoiesti,36,,45.7,21.666667
ro,dragoiu,Dragoiu,39,,44.883333,24.3
ro,dragoiul,Dragoiul,39,,44.883333,24.3
ro,dragojeste,Dragojeste,36,,45.7,21.666667
ro,dragojesty,Dragojesty,36,,45.7,21.666667
ro,dragolesti,Dragolesti,39,,45.033333,24.6
ro,dragomanesti,Dragomanesti,38,,46.5,27.533333000000002
ro,dragomer,Dragomer,12,,45.543889,21.946944000000002
ro,dragomir,Dragomir,04,,46.416667,26.633333
ro,dragomirest,Dragomirest,12,,45.543889,21.946944000000002
ro,dragomiresti-deal,Dragomiresti-Deal,43,,44.458889,25.945278
ro,dragomiresti-din deal,Dragomiresti-din Deal,43,,44.458889,25.945278
ro,dragomiresti-din vale,Dragomiresti-din Vale,43,,44.475,25.935
ro,dragomiresti,Dragomiresti,12,,45.543889,21.946944000000002
ro,dragomiresti,Dragomiresti,16,8194.0,44.916667,25.333333
ro,dragomiresti,Dragomiresti,25,3116.0,47.683333000000005,24.3
ro,dragomiresti,Dragomiresti,28,2418.0,47.016667,26.533333000000002
ro,dragomiresti,Dragomiresti,38,4868.0,46.633333,27.35
ro,dragomirestii-din deal,Dragomirestii-din Deal,43,,44.458889,25.945278
ro,dragomirestii din vale,Dragomirestii din Vale,43,,44.475,25.935
ro,dragomiresti-vale,Dragomiresti-Vale,43,4330.0,44.475,25.935
ro,dragomiresty,Dragomiresty,12,,45.543889,21.946944000000002
ro,dragomirna,Dragomirna,34,,47.75,26.233333000000002
ro,dragomirosti,Dragomirosti,28,,47.016667,26.533333000000002
ro,dragonyesd,Dragonyesd,05,,46.616667,22.383333
ro,dragonyest,Dragonyest,05,,46.616667,22.383333
ro,dragonyfalva,Dragonyfalva,36,,45.7,21.666667
ro,dragosa,Dragosa,34,,47.633333,25.633333
ro,dragosanka,Dragosanka,34,,47.95,26.033333
ro,dragoslaveni,Dragoslaveni,38,,46.0,26.666666999999997
ro,dragosloveni,Dragosloveni,38,,46.0,26.666666999999997
ro,dragosloveni,Dragosloveni,40,,45.566666999999995,27.083333000000003
ro,dragoteni,Dragoteni,05,,46.733333,22.3
ro,dragotesti-de-jos,Dragotesti-de-Jos,26,,44.816666999999995,23.15
ro,dragotesti,Dragotesti,17,2530.0,44.25,24.1
ro,dragotesti,Dragotesti,26,2685.0,44.8,23.166667
ro,dragotestii de jos,Dragotestii de Jos,26,,44.816666999999995,23.15
ro,dragotestii de sus,Dragotestii de Sus,26,,44.833333,23.133333
ro,dragotestii,Dragotestii,26,,44.583333,22.95
ro,dragova,Dragova,04,,46.716667,26.583333000000003
ro,dragova,Dragova,12,,45.033333,22.316667000000002
ro,dragschina,Dragschina,36,,45.7,21.433332999999998
ro,dragsina,Dragsina,36,,45.7,21.433332999999998
ro,dragsinesti,Dragsinesti,02,,45.766667,22.2
ro,dragu-brad,Dragu-Brad,02,,46.283333,22.9
ro,dragu,Dragu,13,1545.0,47.016667,23.4
ro,dragugesti,Dragugesti,04,,46.366667,26.766666999999998
ro,dragul,Dragul,13,,47.016667,23.4
ro,dragulesti,Dragulesti,39,,44.95,24.45
ro,dragusanca,Dragusanca,34,,47.95,26.033333
ro,dragusani,Dragusani,04,,46.3,26.983333000000002
ro,dragusanii,Dragusanii,04,,46.3,26.983333000000002
ro,dragus,Dragus,33,,45.75,24.783333
ro,dragusen,Dragusen,18,,45.966667,27.75
ro,draguseni,Draguseni,04,,46.3,26.983333000000002
ro,draguseni,Draguseni,07,2762.0,48.016667,26.816667
ro,draguseni,Draguseni,18,5297.0,45.966667,27.75
ro,draguseni,Draguseni,20,,46.133333,25.3
ro,draguseni,Draguseni,23,,46.916667,27.5
ro,draguseni,Draguseni,28,2665.0,47.283333,26.483333000000002
ro,draguseni,Draguseni,32,,47.916667,23.083333
ro,dragusenii de jos,Dragusenii de Jos,07,,48.016667,26.816667
ro,dragusenii de sus,Dragusenii de Sus,07,,48.016667,26.8
ro,dragusenii,Dragusenii,07,,48.016667,26.816667
ro,dragusenii,Dragusenii,23,,46.916667,27.5
ro,draguta,Draguta,28,,47.2,26.316667
ro,dragutesti-dealu,Dragutesti-Dealu,39,,44.916667,24.35
ro,dragutesti,Dragutesti,19,5126.0,44.966667,23.233333
ro,dragutestii-dealu,Dragutestii-Dealu,39,,44.916667,24.35
ro,drahutel,Drahutel,28,,47.2,26.316667
ro,draja,Draja,38,,46.383333,27.216666999999998
ro,drajna de jos,Drajna de Jos,42,,45.216667,26.05
ro,drajna de sus,Drajna de Sus,42,,45.266667,26.066667000000002
ro,drajna,Drajna,42,5660.0,45.216667,26.05
ro,drajna noua,Drajna Noua,22,,44.45,27.316667
ro,drajova,Drajova,12,,45.033333,22.316667000000002
ro,drambar,Drambar,01,,46.083333,23.6
ro,drancani,Drancani,06,,47.433333000000005,25.316667000000002
ro,dranceni,Dranceni,38,,46.800833000000004,28.128611
ro,dranceni sat,Dranceni Sat,38,4719.0,46.813611,28.100833
ro,dranceni targ,Dranceni Targ,38,,46.800833000000004,28.128611
ro,dranesti,Dranesti,28,,47.083333,26.55
ro,dranic,Dranic,26,3032.0,44.05,23.85
ro,dranicu,Dranicu,26,,44.05,23.85
ro,dranicul,Dranicul,26,,44.05,23.85
ro,dranovatu,Dranovatu,29,,44.433333000000005,24.266667
ro,dranovatul,Dranovatul,29,,44.433333000000005,24.266667
ro,dranov,Dranov,37,,44.883333,29.6
ro,drasov,Drasov,01,,45.933333000000005,23.75
ro,drauclea bandului,Drauclea Bandului,27,,46.566666999999995,24.366667
ro,drauseni,Drauseni,20,,46.133333,25.3
ro,draut,Draut,02,,46.266667,21.816667000000002
ro,drauti,Drauti,02,,46.266667,21.816667000000002
ro,draxeni,Draxeni,38,,46.583333,27.466666999999998
ro,dreispitz,Dreispitz,36,,46.05,21.283333
ro,drencova,Drencova,12,,44.633333,21.966667
ro,drenkovo,Drenkovo,12,,44.633333,21.966667
ro,dreptu de jos,Dreptu de Jos,28,,47.116667,25.85
ro,dreptu de sus,Dreptu de Sus,28,,47.133333,25.866667
ro,dreptu,Dreptu,28,,47.116667,25.85
ro,dreptul,Dreptul,28,,47.116667,25.85
ro,dresculesti,Dresculesti,26,,44.883333,24.066667000000002
ro,dretea,Dretea,05,,46.8,23.1
ro,drevedeni,Drevedeni,02,,46.283333,23.283333
ro,dric,Dric,01,,46.366667,23.05
ro,dricu certejii,Dricu Certejii,01,,46.4,23.033333
ro,dridif,Dridif,09,,45.816666999999995,24.883333
ro,dridifu,Dridifu,09,,45.816666999999995,24.883333
ro,dridu,Dridu,42,5111.0,44.7,26.45
ro,dridul,Dridul,42,,44.7,26.45
ro,dridu-movile,Dridu-Movile,42,,44.7,26.45
ro,dridu-snagov,Dridu-Snagov,42,,44.716667,26.45
ro,drighiu,Drighiu,05,,47.166667,22.65
ro,drimbar,Drimbar,01,,46.083333,23.6
ro,drincea,Drincea,26,,44.304167,23.0
ro,drinceni,Drinceni,38,,46.800833000000004,28.128611
ro,drinceni-sat,Drinceni-Sat,38,,46.813611,28.100833
ro,drinceni-tirg,Drinceni-Tirg,38,,46.800833000000004,28.128611
ro,drinova,Drinova,36,,45.683333000000005,22.066667000000002
ro,drislea,Drislea,07,,47.75,26.983333000000002
ro,dristie,Dristie,12,,44.858889000000005,21.856111
ro,dr. n. manolescu,Dr. N. Manolescu,11,,45.1,26.6
ro,drobeta-turnu severin,Drobeta-Turnu Severin,26,102347.0,44.631944,22.656111
ro,drogu,Drogu,04,,46.466667,26.983333000000002
ro,drogu,Drogu,11,,45.183333000000005,27.233333000000002
ro,drogu,Drogu,42,,45.183333000000005,25.65
ro,drogul,Drogul,11,,45.183333000000005,27.233333000000002
ro,drojdii,Drojdii,27,,46.55,24.866667
ro,dropia,Dropia,14,,44.35,28.3
ro,drubeta,Drubeta,26,,44.631944,22.656111
ro,druganesti,Druganesti,42,,44.483333,25.7
ro,drugesti,Drugesti,38,,46.3,27.666666999999997
ro,drujesti,Drujesti,38,,46.3,27.666666999999997
ro,drujestii noi,Drujestii Noi,38,,46.316666999999995,27.666666999999997
ro,drumu carului,Drumu Carului,09,,45.466667,25.333333
ro,drumul-mare,Drumul-Mare,26,,44.6,23.7
ro,drumu mare,Drumu Mare,26,,44.6,23.7
ro,drumu mare-godeni,Drumu Mare-Godeni,26,,44.6,23.7
ro,dubasu,Dubasu,04,,46.633333,26.7
ro,dubesti,Dubesti,02,,45.916667,22.033333
ro,dubiovscha,Dubiovscha,34,,47.883333,25.416667
ro,dubistea de padure,Dubistea de Padure,06,,46.916667,24.5
ro,duboki-nadas,Duboki-Nadas,36,,45.9,21.533333
ro,dubosz,Dubosz,36,,45.55,21.55
ro,dubova,Dubova,26,1073.0,44.616667,22.266667
ro,duboz,Duboz,36,,45.55,21.55
ro,duca,Duca,22,,44.45,27.55
ro,duculesti,Duculesti,26,,44.783333,23.05
ro,duda,Duda,20,,46.85,25.4
ro,duda,Duda,38,5037.0,46.7525,28.037221999999996
ro,duda epureni,Duda Epureni,38,,46.705278,28.031667
ro,dudasi,Dudasi,26,,44.653056,22.693889000000002
ro,dudasu,Dudasu,26,,44.640833,22.596110999999997
ro,dudasu schelei,Dudasu Schelei,26,,44.640833,22.596110999999997
ro,dud,Dud,02,,46.3,21.85
ro,dudescu,Dudescu,42,,44.95,27.433333
ro,dudesti-cioplea,Dudesti-Cioplea,10,,44.416667,26.15
ro,dudesti,Dudesti,10,,44.416667,26.15
ro,dudesti,Dudesti,42,4061.0,44.9,27.433333
ro,dudestii noi,Dudestii Noi,36,,45.837778,21.100556
ro,dudestii vechi,Dudestii Vechi,36,5746.0,46.05,20.483333
ro,dudovicesti,Dudovicesti,17,,44.383333,23.783333
ro,dudu,Dudu,42,,43.983333,24.683332999999998
ro,dudu,Dudu,43,,44.457221999999994,25.988332999999997
ro,duduieni,Duduieni,01,,46.4,22.85
ro,dudul,Dudul,42,,43.983333,24.683332999999998
ro,dudul,Dudul,43,,44.457221999999994,25.988332999999997
ro,dueran,Dueran,37,,44.833333,28.366667
ro,dugosello,Dugosello,36,,45.968889000000004,20.558056
ro,dugoselo,Dugoselo,36,,45.968889000000004,20.558056
ro,dugoszela,Dugoszela,36,,45.968889000000004,20.558056
ro,duingi,Duingi,14,,44.533333,28.65
ro,dulau,Dulau,12,,45.516667,21.766667
ro,dulaul carpinetului,Dulaul Carpinetului,05,,46.716667,22.216667
ro,dulaul petan,Dulaul Petan,05,,46.716667,22.2
ro,dulaul plastin,Dulaul Plastin,05,,46.7,22.2
ro,dulbanu,Dulbanu,42,,44.9,26.6
ro,dulbanul,Dulbanul,42,,44.9,26.6
ro,dulcea,Dulcea,27,,46.75,25.016667
ro,dulceanca,Dulceanca,35,,44.1,25.116667
ro,dulceni,Dulceni,35,,43.983333,25.05
ro,dulcesti,Dulcesti,11,,45.366667,26.55
ro,dulcesti,Dulcesti,14,,43.9,28.55
ro,dulcesti,Dulcesti,38,4856.0,46.966667,26.766666999999998
ro,dulcestii,Dulcestii,11,,45.366667,26.55
ro,dulcsa,Dulcsa,27,,46.75,25.016667
ro,dulcsele,Dulcsele,02,,46.35,22.366667
ro,duleo,Duleo,12,,45.516667,21.766667
ro,dulesti,Dulesti,19,,44.95,23.55
ro,duleu,Duleu,12,,45.516667,21.766667
ro,duleul,Duleul,12,,45.516667,21.766667
ro,dulgheru,Dulgheru,14,,44.716667,28.233333000000002
ro,dulgherul,Dulgherul,14,,44.716667,28.233333000000002
ro,dulleo,Dulleo,12,,45.516667,21.766667
ro,dullo,Dullo,12,,45.516667,21.766667
ro,dumasca,Dumasca,23,,46.933333000000005,27.7
ro,dumbrau,Dumbrau,13,,46.433333000000005,23.766667
ro,dumbrava cu baba nicula,Dumbrava cu Baba Nicula,23,,47.083333,27.55
ro,dumbrava de jos,Dumbrava de Jos,02,,46.216667,22.816667000000002
ro,dumbrava de jos,Dumbrava de Jos,26,,44.516667,23.166667
ro,dumbrava de mijloc,Dumbrava de Mijloc,26,,44.5,23.15
ro,dumbrava de sus,Dumbrava de Sus,02,,46.216667,22.816667000000002
ro,dumbrava de sus,Dumbrava de Sus,26,,44.516667,23.116667
ro,dumbrava,Dumbrava,01,,45.883333,23.616667
ro,dumbrava,Dumbrava,02,2820.0,45.816666999999995,22.116667
ro,dumbrava,Dumbrava,04,,46.316666999999995,26.883333
ro,dumbrava,Dumbrava,05,,46.783333,22.066667000000002
ro,dumbrava,Dumbrava,06,,46.883333,24.433332999999998
ro,dumbrava,Dumbrava,12,,44.912222,22.076110999999997
ro,dumbrava,Dumbrava,13,,46.433333000000005,23.766667
ro,dumbrava,Dumbrava,16,,44.883333,25.2
ro,dumbrava,Dumbrava,21,,45.8,22.783333
ro,dumbrava,Dumbrava,23,,47.083333,27.55
ro,dumbrava,Dumbrava,25,,47.483333,23.883333
ro,dumbrava,Dumbrava,28,,47.2,26.466666999999998
ro,dumbrava,Dumbrava,30,4394.0,44.883333,26.183332999999998
ro,dumbrava,Dumbrava,32,,47.816666999999995,23.1
ro,dumbrava,Dumbrava,34,,47.5,26.133333
ro,dumbrava,Dumbrava,38,,46.25,27.283333000000002
ro,dumbrava,Dumbrava,40,,45.65,27.0
ro,dumbrava-netoti,Dumbrava-Netoti,30,,44.883333,26.183332999999998
ro,dumbrava rosie din deal,Dumbrava Rosie din Deal,28,,46.883333,26.433333
ro,dumbrava rosie din vale,Dumbrava Rosie din Vale,28,,46.85,26.483333000000002
ro,dumbrava rosie,Dumbrava Rosie,28,7104.0,46.883333,26.433333
ro,dumbrava-vale,Dumbrava-Vale,06,,46.933333000000005,24.816667000000002
ro,dumbravele,Dumbravele,28,,47.066666999999995,26.4
ro,dumbraveni,Dumbraveni,05,,46.583333,22.5
ro,dumbraveni,Dumbraveni,06,,47.283333,23.983333
ro,dumbraveni,Dumbraveni,19,,45.15,23.5
ro,dumbraveni,Dumbraveni,21,605.0,43.933333000000005,27.983333000000002
ro,dumbraveni,Dumbraveni,27,8167.0,46.233333,24.566667000000002
ro,dumbraveni,Dumbraveni,34,8110.0,47.65,26.416666999999997
ro,dumbraveni,Dumbraveni,38,,46.766667,27.333333000000003
ro,dumbraveni,Dumbraveni,40,4156.0,45.533333,27.116667
ro,dumbraveni,Dumbraveni,42,,44.55,25.183332999999998
ro,dumbraveni,Dumbraveni,43,,44.633333,26.1
ro,dumbravesti,Dumbravesti,03,,44.966667,24.683332999999998
ro,dumbravesti,Dumbravesti,30,3664.0,45.083333,26.0
ro,dumbravesti,Dumbravesti,39,,45.066666999999995,24.1
ro,dumbravica,Dumbravica,26,,44.666667,22.783333
ro,dumbravicza,Dumbravicza,02,,46.1,22.066667000000002
ro,dumbravicza,Dumbravicza,05,,46.65,22.183332999999998
ro,dumbravioara,Dumbravioara,27,,46.633333,24.633333
ro,dumbravita-butuceni,Dumbravita-Butuceni,40,,45.666667,27.383333
ro,dumbravita de codru,Dumbravita de Codru,05,,46.65,22.166667
ro,dumbravita de jos,Dumbravita de Jos,34,,47.4,26.333333000000003
ro,dumbravita de sus,Dumbravita de Sus,34,,47.4,26.333333000000003
ro,dumbravita,Dumbravita,02,,45.983333,23.266667
ro,dumbravita,Dumbravita,05,,46.783333,22.15
ro,dumbravita,Dumbravita,06,,47.266667,24.183332999999998
ro,dumbravita,Dumbravita,07,,48.016667,26.45
ro,dumbravita,Dumbravita,09,4435.0,45.766667,25.433332999999998
ro,dumbravita,Dumbravita,21,,45.883333,22.7
ro,dumbravita,Dumbravita,23,,47.266667,26.85
ro,dumbravita,Dumbravita,25,4420.0,47.6,23.65
ro,dumbravita,Dumbravita,26,,44.666667,22.783333
ro,dumbravita,Dumbravita,34,,47.4,26.333333000000003
ro,dumbravita,Dumbravita,36,2644.0,45.796944,21.2425
ro,dumbravita mica,Dumbravita Mica,05,,46.783333,22.15
ro,dumbravita noua,Dumbravita Noua,40,,45.666667,27.366667
ro,dumbravu,Dumbravu,05,,46.833333,23.233333
ro,dumbrovicza,Dumbrovicza,02,,46.1,22.066667000000002
ro,dumeni,Dumeni,07,,48.016667,26.533333000000002
ro,dumesti,Dumesti,02,,46.016667,22.716667
ro,dumesti,Dumesti,23,4732.0,47.183333000000005,27.35
ro,dumesti,Dumesti,38,3625.0,46.85,27.283333000000002
ro,dumestii noi,Dumestii Noi,38,,46.85,27.283333000000002
ro,dumestii vechi,Dumestii Vechi,38,,46.833333,27.3
ro,dumestii-vechiu,Dumestii-Vechiu,38,,46.833333,27.3
ro,dumitra,Dumitra,01,,46.1,23.683332999999998
ro,dumitra,Dumitra,06,4482.0,47.216667,24.483333
ro,dumitrana,Dumitrana,42,,44.322778,25.997778
ro,dumitreni,Dumitreni,16,,46.4,24.75
ro,dumitresti de jos,Dumitresti de Jos,40,,45.55,26.916666999999997
ro,dumitresti-de-sus,Dumitresti-de-Sus,40,,45.55,26.883333
ro,dumitresti-duca,Dumitresti-Duca,23,,47.033333,27.766666999999998
ro,dumitresti,Dumitresti,03,,44.8,24.833333
ro,dumitresti,Dumitresti,22,,44.716667,27.5
ro,dumitresti,Dumitresti,23,,47.033333,27.766666999999998
ro,dumitresti,Dumitresti,27,,46.516667,24.783333
ro,dumitresti,Dumitresti,29,,44.683333000000005,24.316667000000002
ro,dumitresti,Dumitresti,39,,45.216667,24.666667
ro,dumitresti,Dumitresti,40,5292.0,45.55,26.916666999999997
ro,dumitresti-fata,Dumitresti-Fata,40,,45.566666999999995,26.916666999999997
ro,dumitresti-galatei,Dumitresti-Galatei,23,,47.016667,27.783333000000002
ro,dumitrestii de jos,Dumitrestii de Jos,40,,45.55,26.916666999999997
ro,dumitrestii de sus,Dumitrestii de Sus,40,,45.55,26.883333
ro,dumitrita,Dumitrita,06,,47.066666999999995,24.616667
ro,dumuslau,Dumuslau,05,,47.35,22.683332999999998
ro,dumuslaul,Dumuslaul,05,,47.35,22.683332999999998
ro,dunacesti,Dunacesti,02,,46.383333,22.8
ro,dunarea,Dunarea,14,,44.433333000000005,28.116667
ro,dunarea,Dunarea,41,,44.15,26.833333000000003
ro,dunarea mica,Dunarea Mica,26,,44.505556,22.712222
ro,dunareni,Dunareni,21,,44.2,27.8
ro,dunareni,Dunareni,26,,43.883333,23.6
ro,dunavatu de jos,Dunavatu de Jos,37,,44.983333,29.216666999999998
ro,dunavatu de sus,Dunavatu de Sus,37,,45.016667,29.233333000000002
ro,dunavatul-de-jos,Dunavatul-de-Jos,37,,44.983333,29.216666999999998
ro,dunavatul-de-sus,Dunavatul-de-Sus,37,,45.016667,29.233333000000002
ro,dupa bulai,Dupa Bulai,02,,46.25,22.833333
ro,dupa bulz,Dupa Bulz,02,,46.25,22.833333
ro,dupa deal,Dupa Deal,01,,46.366667,23.2
ro,dupa deal,Dupa Deal,02,,46.333333,23.416667
ro,dupa deal,Dupa Deal,06,,46.883333,24.433332999999998
ro,dupa deal,Dupa Deal,16,,45.116667,25.3
ro,dupa deal,Dupa Deal,27,,46.316666999999995,24.283333
ro,dupa deal,Dupa Deal,28,,46.933333000000005,26.266666999999998
ro,dupa deal,Dupa Deal,33,,45.916667,24.166667
ro,dupa deal,Dupa Deal,38,,46.633333,27.35
ro,dupa dos,Dupa Dos,33,,45.916667,24.166667
ro,dupa hula,Dupa Hula,20,,46.15,24.9
ro,dupa magura,Dupa Magura,40,,45.633333,26.733333000000002
ro,dupa minastire,Dupa Minastire,25,,47.683333000000005,24.233333
ro,dupa peles,Dupa Peles,01,,46.5,22.866667
ro,dupa piatra,Dupa Piatra,02,,46.183333000000005,23.0
ro,dupa piatra,Dupa Piatra,42,,45.4,26.333333000000003
ro,dupa plese,Dupa Plese,01,,46.5,22.866667
ro,dupa rau,Dupa Rau,25,,47.783333,24.25
ro,dupa vale,Dupa Vale,06,,47.033333,24.183332999999998
ro,dupusdorf,Dupusdorf,27,,46.15,24.5
ro,dupusu,Dupusu,27,,46.15,24.5
ro,dupusul,Dupusul,27,,46.15,24.5
ro,durasti,Durasti,02,,46.383333,23.283333
ro,durdova,Durdova,12,,45.184166999999995,21.7225
ro,duri,Duri,01,,45.783333,23.683332999999998
ro,durnesti,Durnesti,07,4144.0,47.766667,27.1
ro,durnesti,Durnesti,23,,47.6,27.366667
ro,durusa,Durusa,25,,47.416667,23.466667
ro,dusesti,Dusesti,05,,46.833333,22.2
ro,dusesti,Dusesti,28,,47.016667,26.516666999999998
ro,dutesti,Dutesti,19,,44.95,23.55
ro,dutesti,Dutesti,26,,44.55,23.066667000000002
ro,dutulesti,Dutulesti,17,,44.45,23.783333
ro,dzombolj,Dzombolj,36,,45.791389,20.717222
